x1,x2,x3,x4,x5,x6,x7,cutoff
1.0,1.0,0.0,1.0,1.0,0.9523809523809523,0.7042253521126759,0.0
1.0,1.0,0.0,0.7791666666667415,1.0,0.9523809523809523,0.5205479452054793,0.02
0.3333333333333731,0.3333333333333731,0.0,1.0,0.3333333333333731,0.9047619047619048,0.4375000000000001,0.04
0.0,0.0,0.0,1.0,1.0,0.9523809523809523,0.5070422535211266,0.06
0.0,0.0,0.0,1.0,0.5,0.9047619047619048,0.689655172413793,0.08
0.0,0.0,0.0,1.0,0.5,0.9047619047619048,0.689655172413793,0.1
0.0,0.0,0.0,1.0,0.5,0.9047619047619048,0.689655172413793,0.12
0.0,0.0,0.0,0.6666666666667462,0.5,0.8571428571428571,0.5714285714285714,0.14
0.0,0.0,0.0,0.6666666666667462,0.5,0.8571428571428571,0.5714285714285714,0.16
0.0,0.0,0.0,0.6666666666667462,0.5,0.8571428571428571,0.5714285714285714,0.18
0.0,0.0,0.0,0.6666666666667462,0.5,0.8571428571428571,0.5714285714285714,0.2
0.0,0.0,0.0,0.6666666666667462,0.5,0.8571428571428571,0.5714285714285714,0.22
0.0,0.0,0.0,0.6666666666667462,0.5,0.8571428571428571,0.5714285714285714,0.24
0.0,0.0,0.0,0.6666666666667462,0.5,0.8571428571428571,0.5714285714285714,0.26
0.0,0.0,0.0,0.6666666666667462,0.5,0.8571428571428571,0.5714285714285714,0.28
0.0,0.0,0.0,0.6666666666667462,0.5,0.9047619047619048,0.6315789473684209,0.3
0.0,0.0,0.0,0.6666666666667462,0.5,0.9047619047619048,0.6315789473684209,0.32
0.0,0.0,0.0,0.6666666666667462,0.5,0.9047619047619048,0.6315789473684209,0.34
0.0,0.0,0.0,0.6666666666667462,0.0,0.9523809523809523,0.5771812080536911,0.36
0.0,0.0,0.0,0.6666666666667462,0.0,0.9523809523809523,0.5771812080536911,0.38
0.0,0.0,0.0,0.6666666666667462,0.0,0.9523809523809523,0.5771812080536911,0.4
